DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2016-01-12 13:40:00,nan,0,nan,44.963333333333296,nan,43.5955555555556
2016-01-12 13:50:00,50,0,20.0,nan,nan,43.488888888888894
2016-01-12 14:00:00,60,0,20.0,44.595,nan,43.425
2016-01-12 14:10:00,60,nan,20.0,44.433333333333294,19.1,43.334
2016-01-12 14:20:00,nan,nan,nan,nan,19.1,43.29
2016-01-12 14:30:00,nan,0,20.0,44.2,19.1,43.29
2016-01-12 14:40:00,200,0,20.0,44.06,19.033333333333296,43.23
2016-01-12 14:50:00,70,0,20.0,44.06,19.0,43.2
2016-01-12 15:00:00,50,0,20.0,44.09,19.0,43.1266666666667
2016-01-12 15:10:00,nan,nan,20.0,nan,19.0,43.09
