DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2016-01-16 21:20:00,100,30,23.29,38.7,22.2,38.1725
2016-01-16 21:30:00,110,20,23.29,38.56,22.1333333333333,38.03
2016-01-16 21:40:00,110,20,23.23,38.433333333333294,22.1,37.9666666666667
2016-01-16 21:50:00,190,20,23.26,38.363333333333294,22.1,37.9
2016-01-16 22:00:00,450,20,23.2,38.29,22.1,37.863333333333294
2016-01-16 22:10:00,210,20,23.1666666666667,38.1633333333333,22.1,37.79
2016-01-16 22:20:00,100,30,23.1,38.09,22.1,37.79
2016-01-16 22:30:00,90,20,23.066666666666695,38.1266666666667,22.033333333333296,37.73
2016-01-16 22:40:00,90,20,23.0,38.33333333333329,21.963333333333296,37.7
2016-01-16 22:50:00,80,20,22.89,38.545,21.89,37.76
